Image ID,Image name,Experiment Tag,circle ratio,x pixel,y pixel,xScale,yScale,computation time,Skeleton Vertices,DIA_STM,AREA,AVG_DENSITY,TD_MED,TD_AVG,RTP_COUNT,ADVT_COUNT,BASAL_COUNT,HYP_DIA,TAP_DIA
468860,DSC_9422.JPG,77_50_2,0.022099448,177,181,0.143502825,0.140331492,280,19763,9.38083,2206.17,1.35861,0.283834,0.322688,172,9,26,1.32061,0.775789
468859,DSC_9423.JPG,74_50_2,0.022099448,177,181,0.143502825,0.140331492,238,11646,11.3385,1796.57,1.42711,0.337538,0.323449,127,4,24,1.5583,0.655514
468855,DSC_9429.JPG,73_50_3,0.022099448,177,181,0.143502825,0.140331492,211,6835,9.13906,1004.66,1.24976,0.337538,0.340853,106,1,30,1.13797,0.721711
468854,DSC_9430.JPG,41_24_8,0.022099448,177,181,0.143502825,0.140331492,248,14840,11.8514,3023.43,0.868855,0.337538,0.344613,134,10,9,1.44541,1.06731
468853,DSC_9431.JPG,77_50_5,0.022099448,177,181,0.143502825,0.140331492,272,20901,11.4119,3126.18,1.14777,0.337538,0.340403,163,5,31,1.47064,0.802231
468852,DSC_9432.JPG,78_50_11,0.022099448,177,181,0.143502825,0.140331492,415,34195,12.9283,4114.79,0.910962,0.337538,0.326763,255,11,31,1.52459,0.760975
468851,DSC_9434.JPG,78_50_16,0.022099448,177,181,0.143502825,0.140331492,312,22010,10.378,2623.86,0.647108,0.337538,0.337803,196,8,17,1.3828,0.739685
468850,DSC_9435.JPG,86_50_16,0.022099448,177,181,0.143502825,0.140331492,266,23328,9.8653,3001.04,1.43303,0.337538,0.334143,161,11,26,1.47538,1.03148
468849,DSC_9436.JPG,74_50_16,0.022099448,177,181,0.143502825,0.140331492,385,24477,11.6644,3566.57,0.526145,0.337538,0.341703,199,1,18,1.43891,0.666044
468848,DSC_9437.JPG,86_50_12,0.022099448,177,181,0.143502825,0.140331492,291,24541,10.8682,3199.8,0.650236,0.337538,0.337332,182,19,17,1.40068,0.554644
468847,DSC_9438.JPG,86_50_14,0.022099448,177,181,0.143502825,0.140331492,326,30206,12.0392,3947.32,1.41524,0.337538,0.330729,187,9,20,1.56675,0.845077
468846,DSC_9439.JPG,86_50_6,0.022099448,177,181,0.143502825,0.140331492,323,25366,11.0297,2975.77,1.13753,0.337538,0.331819,207,13,8,1.38621,0.623612
468845,DSC_9440.JPG,41_24_7,0.022099448,177,181,0.143502825,0.140331492,224,10086,10.3923,1491.68,1.08169,0.337538,0.329469,120,11,14,1.43516,0.753022
468844,DSC_9441.JPG,37_24_15,0.022099448,177,181,0.143502825,0.140331492,232,12326,10.3923,1619.11,0.507274,0.283834,0.327471,125,6,19,1.31523,0.572054
468843,DSC_9442.JPG,77_50_15,0.022099448,177,181,0.143502825,0.140331492,161,2742,8.26753,499.522,1.3682,0.337538,0.332445,29,4,9,1.21572,0.616226
468842,DSC_9443.JPG,84_50_12,0.022099448,177,181,0.143502825,0.140331492,274,15288,10.8212,2461.48,0.765032,0.337538,0.328786,165,10,14,1.61655,0.827432
468840,DSC_9446.JPG,86_50_2,0.022099448,177,181,0.143502825,0.140331492,294,26156,11.4891,3598.25,1.04026,0.337538,0.333787,183,10,21,1.20779,1.06683
468835,DSC_9452.JPG,81_50_10,0.022099448,177,181,0.143502825,0.140331492,327,20979,11.6341,2451.76,0.974619,0.337538,0.324545,225,8,22,1.4287,0.743895
468827,DSC_9472.JPG,74_50_4,0.022099448,177,181,0.143502825,0.140331492,276,14986,10.5627,2116.9,1.18183,0.337538,0.327796,187,5,27,1.45721,0.738601
468826,DSC_9473.JPG,73_50_4,0.022099448,177,181,0.143502825,0.140331492,301,14752,9.96784,1649.5,1.26543,0.337538,0.326541,251,6,17,1.29976,0.738343
468825,DSC_9474.JPG,74_50_13,0.022099448,177,181,0.143502825,0.140331492,356,18615,12.6194,2685.98,2.39313,0.337538,0.330677,252,9,25,1.53063,0.847208
468824,DSC_9476.JPG,86_50_8,0.022099448,177,181,0.143502825,0.140331492,280,21491,10.016,2658.9,0.954378,0.283834,0.329935,171,9,22,1.46515,0.932466
468813,DSC_9500.JPG,73_50_11,0.022099448,177,181,0.143502825,0.140331492,302,19094,12.0208,2790.4,0.910222,0.337538,0.341858,213,11,13,1.5763,0.863769
468812,DSC_9501.JPG,86_50_3,0.022099448,177,181,0.143502825,0.140331492,324,25466,10.2763,2785.93,0.782644,0.337538,0.330006,257,15,30,1.22479,0.683224
468807,DSC_9507.JPG,83_50_9,0.022099448,177,181,0.143502825,0.140331492,323,24081,10.7025,3398.89,1.22778,0.337538,0.327958,199,8,24,1.41519,0.803229
