"","Experiment.Tag","Image.ID","Image.name","circle.ratio","x.pixel","y.pixel","xScale","yScale","computation.time","Skeleton.Vertices","DIA_STM","AREA","AVG_DENSITY","TD_MED","TD_AVG","RTP_COUNT","ADVT_COUNT","BASAL_COUNT","HYP_DIA","TAP_DIA","environment","plantmass"
"593","82_50_14",469019,"DSC_9158.JPG",0.027624309,176,181,0.144318182,0.140331492,177,14387,10.583,2548.09,1.93236,0.338507,0.323321,61,6,11,1.40502,0.912735,"ww","18.61"
"594","82_50_15",468965,"DSC_9261.JPG",0.016853933,175,178,0.145142857,0.142696629,200,18417,12.0666,3138.9,1.86722,0.342301,0.349454,83,5,21,1.35791,0.856568,"ww","25.82"
"595","82_50_16",468942,"DSC_9291.JPG",0.022222222,176,180,0.144318182,0.141111111,208,16448,10.198,2347.52,1.50251,0.285429,0.332826,90,10,17,1.2448,0.570295,"ww","18.35"
"596","82_50_2",468979,"DSC_9245.JPG",0.016853933,175,178,0.145142857,0.142696629,279,22639,10.7025,3864.66,0.419696,0.342301,0.35961,142,7,12,1.59943,0.878405,"ww","21.74"
"597","82_50_3",468947,"DSC_9286.JPG",0.022099448,177,181,0.143502825,0.140331492,198,14160,10.4313,2580.38,1.22734,0.337538,0.371185,58,4,15,1.46879,0.918469,"ww","16.68"
"599","82_50_5",468964,"DSC_9262.JPG",0.027624309,176,181,0.144318182,0.140331492,281,21158,11.8346,3344.36,1.03697,0.338507,0.370446,148,6,16,1.35298,0.957485,"ww","22.79"
"600","82_50_6",468961,"DSC_9265.JPG",0.016759777,176,179,0.144318182,0.141899441,211,11898,10.0985,2235.47,1.16657,0.340372,0.365608,82,15,11,1.08103,0.771076,"ww","21.41"
"601","82_50_7",468968,"DSC_9258.JPG",0.016759777,176,179,0.144318182,0.141899441,306,18959,5.3183,3416.5,1.14008,0.340372,0.350638,160,29,16,0.808523,1.16124,"ww","21.98"
"602","82_50_8",469005,"DSC_9206.JPG",0.021978022,178,182,0.142696629,0.13956044,233,14292,9.40015,1767.84,1.36164,0.335662,0.329309,156,16,30,1.00943,0.71186,"ww","15.35"
"604","83_50_1",468777,"DSC_9555.JPG",0.021978022,178,182,0.142696629,0.13956044,262,17163,11.3576,2339.57,0.743661,0.282257,0.314559,165,7,12,1.3298,0.840791,"ww","22.53"
"605","83_50_10",468782,"DSC_9549.JPG",0.021978022,178,182,0.142696629,0.13956044,329,21986,10.4907,2810.9,0.608991,0.282257,0.321804,228,7,12,1.25912,0.705265,"ww","20.36"
"606","83_50_11",468798,"DSC_9520.JPG",0.016666667,177,180,0.143502825,0.141111111,426,33048,11.2468,3389.3,0.807418,0.338465,0.320515,364,12,42,1.43931,0.628813,"ww","18.79"
"607","83_50_12",468771,"DSC_9561.JPG",0.021978022,178,182,0.142696629,0.13956044,310,20877,10.9666,2650.56,0.834402,0.335662,0.326044,198,9,23,1.43681,0.857894,"ww","20.17"
"608","83_50_13",468866,"DSC_9416.JPG",0.016574586,178,181,0.142696629,0.140331492,272,16830,10.5559,2302.17,1.03073,0.336579,0.331023,169,19,23,1.30275,0.702293,"ww","18.44"
"609","83_50_14",468819,"DSC_9487.JPG",0.021857923,179,183,0.141899441,0.138797814,275,19949,10.198,2798.35,0.76684,0.333807,0.330955,149,8,28,1.41354,0.742956,"ww","17.88"
"610","83_50_15",468906,"DSC_9366.JPG",0.022099448,177,181,0.143502825,0.140331492,345,25924,11.1615,3768.54,1.24972,0.337538,0.328952,205,7,19,1.42293,0.843707,"ww","24.35"
"611","83_50_2",468758,"DSC_9578.JPG",0.011049724,179,181,0.141899441,0.140331492,348,26224,10.7703,3490.1,0.666172,0.335631,0.329807,231,13,22,1.4885,0.801479,"ww","20.35"
"612","83_50_3",468769,"DSC_9566.JPG",0.016483516,179,182,0.141899441,0.13956044,333,15569,10.7025,2171.86,0.79729,0.334714,0.332535,193,7,19,1.42818,0.532301,"ww","19.66"
"613","83_50_4",468786,"DSC_9545.JPG",0.016574586,178,181,0.142696629,0.140331492,256,15083,11.3165,1870.88,0.825175,0.336579,0.326034,189,21,14,1.25066,0.595343,"ww","18.75"
"614","83_50_5",468761,"DSC_9574.JPG",0.021978022,178,182,0.142696629,0.13956044,343,18511,10.28,2354.13,0.648573,0.282257,0.316901,257,17,22,1.15169,0.575813,"ww","16.49"
"615","83_50_6",468752,"DSC_9585.JPG",0.011111111,178,180,0.142696629,0.141111111,392,24660,10.4313,2942.34,1.18175,0.310657,0.325384,344,11,40,1.5204,0.69152,"ww","19.26"
"616","83_50_7",468788,"DSC_9543.JPG",0.016574586,178,181,0.142696629,0.140331492,348,22495,10.9666,2185.61,1.38072,0.283028,0.321134,311,19,39,0.999162,0.608571,"ww","13.97"
"617","83_50_8",468801,"DSC_9515.JPG",0.021978022,178,182,0.142696629,0.13956044,311,20737,10.7703,2879.28,0.670513,0.282257,0.323178,160,3,18,1.50432,0.65006,"ww","18.11"
"618","83_50_9",468807,"DSC_9507.JPG",0.022099448,177,181,0.143502825,0.140331492,323,24081,10.7025,3398.89,1.22778,0.337538,0.327958,199,8,24,1.41519,0.803229,"ww","22.45"
"619","84_50_1",469000,"DSC_9218.JPG",0.022222222,176,180,0.144318182,0.141111111,206,17406,11.1355,2894.59,1.12825,0.339435,0.360099,117,8,17,1.60519,1.13973,"ww","23.02"
"620","84_50_10",468951,"DSC_9281.JPG",0.022222222,176,180,0.144318182,0.141111111,165,5921,10.198,1147.15,1.24652,0.339435,0.380258,55,11,25,1.09701,0.743093,"ww","19.16"
"621","84_50_11",468978,"DSC_9246.JPG",0.016759777,176,179,0.144318182,0.141899441,226,12315,10.7703,1806.79,0.996595,0.340372,0.341018,96,2,9,1.55438,1.07172,"ww","19.21"
"622","84_50_12",468842,"DSC_9443.JPG",0.022099448,177,181,0.143502825,0.140331492,274,15288,10.8212,2461.48,0.765032,0.337538,0.328786,165,10,14,1.61655,0.827432,"ww","30.27"
"623","84_50_13",468913,"DSC_9350.JPG",0.027472527,177,182,0.143502825,0.13956044,224,7743,10.3601,1276.16,1.43854,0.336621,0.334492,94,3,13,1.37036,0.543212,"ww","19.7"
"624","84_50_14",468980,"DSC_9244.JPG",0.028089888,173,178,0.146820809,0.142696629,200,17020,10.3312,2779,1.4103,0.344296,0.347385,95,10,13,1.33321,0.78297,"ww","20.24"
"625","84_50_15",468912,"DSC_9351.JPG",0.016666667,177,180,0.143502825,0.141111111,446,16940,11.193,2420.52,1.12283,0.338465,0.329775,246,5,24,1.42016,0.876493,"ww","26.37"
"626","84_50_16",468963,"DSC_9263.JPG",0.016853933,175,178,0.145142857,0.142696629,193,12287,10,2063.31,1.70418,0.342301,0.354365,89,14,12,0.97571,0.809632,"ww","17.56"
"627","84_50_2",469009,"DSC_9199.JPG",0.022222222,176,180,0.144318182,0.141111111,244,20219,10.016,3225.17,0.842612,0.339435,0.351014,127,8,7,1.50379,0.783597,"ww","19.61"
"628","84_50_3",469008,"DSC_9201.JPG",0.016666667,177,180,0.143502825,0.141111111,210,16216,10.2018,2802.76,1.03627,0.338465,0.344487,104,12,18,1.29195,0.746957,"ww","20.03"
"629","84_50_5",469006,"DSC_9204.JPG",0.02173913,180,184,0.141111111,0.138043478,207,14830,11.5128,2337.71,1.02326,0.331973,0.352031,87,10,18,1.48513,0.646226,"ww","21.88"
"630","84_50_6",468949,"DSC_9283.JPG",0.022222222,176,180,0.144318182,0.141111111,229,20630,10.8495,3212.09,0.803961,0.339435,0.327805,120,5,13,1.49603,0.900531,"ww","23.22"
"631","84_50_7",468988,"DSC_9235.JPG",0.016666667,177,180,0.143502825,0.141111111,225,20769,10.4242,3303.34,0.920589,0.338465,0.355168,99,7,13,1.44452,0.847649,"ww","20.3"
"632","84_50_8",468967,"DSC_9259.JPG",0.02247191,174,178,0.145977011,0.142696629,218,15557,10.4489,2522.81,0.978983,0.343293,0.353281,111,13,15,1.49509,0.788814,"ww","18.22"
"633","84_50_9",468887,"DSC_9392.JPG",0.027472527,177,182,0.143502825,0.13956044,273,18755,10.9575,2665.56,0.932518,0.336621,0.324778,156,6,15,1.31085,0.842059,"ww","22.05"
"634","85_50_1",469007,"DSC_9202.JPG",0.022222222,176,180,0.144318182,0.141111111,226,16473,11.3576,2734.72,1.18415,0.339435,0.343744,114,8,18,1.51138,0.924433,"ww","18.51"
"635","85_50_10",469010,"DSC_9198.JPG",0.016666667,177,180,0.143502825,0.141111111,232,13925,10.6132,2202.03,0.7345,0.338465,0.357435,115,3,10,1.4584,0.756663,"ww","18.24"
"636","85_50_11",468972,"DSC_9254.JPG",0.016666667,177,180,0.143502825,0.141111111,287,26888,8.25333,3366.82,1.21617,0.284614,0.320339,266,29,25,0.759576,0.935274,"ww","27.77"
"637","85_50_12",468996,"DSC_9223.JPG",0.016666667,177,180,0.143502825,0.141111111,276,16522,11.3137,2652.36,0.891307,0.338465,0.340107,148,10,18,1.40879,0.831412,"ww","18.86"
"638","85_50_13",468891,"DSC_9387.JPG",0.021978022,178,182,0.142696629,0.13956044,186,7863,9.59166,1044.13,1.308,0.335662,0.347902,60,7,23,1.27526,0.693703,"ww","12.75"
"639","85_50_14",468994,"DSC_9225.JPG",0.016759777,176,179,0.144318182,0.141899441,233,21478,10.8464,3766.66,0.332531,0.340372,0.354287,141,28,23,1.10106,0.952017,"ww","24.23"
"640","85_50_15",468894,"DSC_9382.JPG",0.027472527,177,182,0.143502825,0.13956044,313,24191,10.3959,3096.78,0.963724,0.283063,0.324397,163,8,17,1.47191,0.793302,"ww","20.79"
"641","85_50_16",468885,"DSC_9394.JPG",0.027472527,177,182,0.143502825,0.13956044,270,18927,9.34673,2447.56,0.746395,0.336621,0.33813,144,13,19,1.40661,0.691477,"ww","17.56"
"642","85_50_2",468973,"DSC_9253.JPG",0.016853933,175,178,0.145142857,0.142696629,246,20450,11.1006,3762.08,1.18254,0.342301,0.365954,136,3,20,1.47301,1.09099,"ww","21.45"
"643","85_50_3",468927,"DSC_9333.JPG",0.022099448,177,181,0.143502825,0.140331492,285,20509,11.2468,2813.96,0.599422,0.337538,0.331257,148,6,14,1.3759,1.01977,"ww","17.6"
"644","85_50_4",468992,"DSC_9228.JPG",0.022346369,175,179,0.145142857,0.141899441,225,18342,10.7446,3274.92,0.925878,0.341353,0.343388,100,11,17,1.16073,1.01099,"ww","21.08"
"646","85_50_6",468977,"DSC_9249.JPG",0.011173184,177,179,0.143502825,0.141899441,243,16988,7.88015,2117.91,1.51714,0.339402,0.328293,167,20,19,0.954269,0.732059,"ww","17.27"
"647","85_50_7",468946,"DSC_9287.JPG",0.016949153,174,177,0.145977011,0.143502825,242,22303,11.4891,3651.13,0.904889,0.344251,0.336267,118,14,7,1.22498,0.870147,"ww","24.91"
"648","85_50_8",468984,"DSC_9240.JPG",0.022099448,177,181,0.143502825,0.140331492,277,15553,10.3923,2606.48,0.642175,0.337538,0.341594,123,5,8,1.51023,1.16043,"ww","18.84"
"649","85_50_9",468969,"DSC_9257.JPG",0.027624309,176,181,0.144318182,0.140331492,215,11753,10.2131,1759.61,0.948911,0.338507,0.34093,111,6,19,1.23248,0.738798,"ww","14.74"
"650","86_50_1",468762,"DSC_9573.JPG",0.016483516,179,182,0.141899441,0.13956044,302,20728,10.291,2699.62,1.19692,0.28146,0.318507,214,11,20,1.20794,0.816903,"ww","16.78"
"651","86_50_10",468864,"DSC_9418.JPG",0.016574586,178,181,0.142696629,0.140331492,238,16401,11.2748,2200.27,0.82674,0.336579,0.329807,103,17,6,1.25581,0.651942,"ww","14.88"
"652","86_50_11",468879,"DSC_9401.JPG",0.022099448,177,181,0.143502825,0.140331492,296,25593,10.4907,3368.66,0.748082,0.337538,0.34366,197,13,20,1.36738,0.761543,"ww","14.56"
"653","86_50_12",468848,"DSC_9437.JPG",0.022099448,177,181,0.143502825,0.140331492,291,24541,10.8682,3199.8,0.650236,0.337538,0.337332,182,19,17,1.40068,0.554644,"ww","25.25"
"654","86_50_13",468875,"DSC_9405.JPG",0.016666667,177,180,0.143502825,0.141111111,246,19068,10.1102,2689.36,0.620914,0.338465,0.37073,147,14,10,1.39802,0.94306,"ww","13.06"
"655","86_50_14",468847,"DSC_9438.JPG",0.022099448,177,181,0.143502825,0.140331492,326,30206,12.0392,3947.32,1.41524,0.337538,0.330729,187,9,20,1.56675,0.845077,"ww","18.82"
"656","86_50_15",468865,"DSC_9417.JPG",0.016666667,177,180,0.143502825,0.141111111,272,15642,9.5506,2104.89,1.05845,0.338465,0.326806,145,4,23,1.32086,0.830903,"ww","13.48"
"657","86_50_16",468850,"DSC_9435.JPG",0.022099448,177,181,0.143502825,0.140331492,266,23328,9.8653,3001.04,1.43303,0.337538,0.334143,161,11,26,1.47538,1.03148,"ww","14.73"
"658","86_50_2",468840,"DSC_9446.JPG",0.022099448,177,181,0.143502825,0.140331492,294,26156,11.4891,3598.25,1.04026,0.337538,0.333787,183,10,21,1.20779,1.06683,"ww","15.94"
"659","86_50_3",468812,"DSC_9501.JPG",0.022099448,177,181,0.143502825,0.140331492,324,25466,10.2763,2785.93,0.782644,0.337538,0.330006,257,15,30,1.22479,0.683224,"ww","13.08"
"660","86_50_4",468883,"DSC_9396.JPG",0.022099448,177,181,0.143502825,0.140331492,279,19871,12.0575,2691.56,1.39486,0.337538,0.33217,165,18,15,1.37178,0.843864,"ww","18.41"
"661","86_50_5",468886,"DSC_9393.JPG",0.016666667,177,180,0.143502825,0.141111111,270,19482,11.2073,2742.56,1.20929,0.338465,0.331753,197,10,23,1.49843,0.689007,"ww","20.95"
"662","86_50_6",468846,"DSC_9439.JPG",0.022099448,177,181,0.143502825,0.140331492,323,25366,11.0297,2975.77,1.13753,0.337538,0.331819,207,13,8,1.38621,0.623612,"ww","17.48"
"663","86_50_7",468862,"DSC_9420.JPG",0.022222222,176,180,0.144318182,0.141111111,356,27103,12.829,3789.99,0.992533,0.339435,0.33612,195,6,22,1.70617,0.744852,"ww","23.53"
"664","86_50_8",468824,"DSC_9476.JPG",0.022099448,177,181,0.143502825,0.140331492,280,21491,10.016,2658.9,0.954378,0.283834,0.329935,171,9,22,1.46515,0.932466,"ww","14.07"
"665","86_50_9",468856,"DSC_9427.JPG",0.027472527,177,182,0.143502825,0.13956044,271,16644,10.141,2505.18,0.681079,0.336621,0.335376,192,24,26,1.26268,0.774536,"ww","15.21"
"666","87_50_1",468700,"DSC_9696.JPG",0.020304569,193,197,0.131606218,0.12893401,477,26916,12.9578,3414.47,0.499177,0.309836,0.302404,326,10,10,1.53933,0.853768,"ww","33.16"
"667","87_50_10",468934,"DSC_9322.JPG",0.016574586,178,181,0.142696629,0.140331492,294,20708,10.3923,2680.52,1.8301,0.336579,0.324859,206,15,19,1.28151,0.839495,"ww","18.46"
"668","87_50_11",468892,"DSC_9385.JPG",0.021978022,178,182,0.142696629,0.13956044,294,18968,5.3183,2851.82,0.562149,0.335662,0.340808,155,11,22,1.15057,0.717091,"ww","26.41"
"669","87_50_12",468962,"DSC_9264.JPG",0.022222222,176,180,0.144318182,0.141111111,236,22615,11.3821,3619.49,1.23326,0.339435,0.331922,118,7,9,1.48279,0.957386,"ww","25.24"
"670","87_50_13",468966,"DSC_9260.JPG",0.022222222,176,180,0.144318182,0.141111111,215,16815,11.9487,2728.51,0.687301,0.339435,0.353665,116,14,24,1.43858,0.683186,"ww","19.51"
"671","87_50_14",468896,"DSC_9380.JPG",0.021978022,178,182,0.142696629,0.13956044,344,21993,11.5958,2804.24,0.528126,0.335662,0.333303,205,11,15,1.28035,0.651356,"ww","18.96"
"672","87_50_15",468960,"DSC_9269.JPG",0.022099448,177,181,0.143502825,0.140331492,345,29633,11.2384,4370.14,0.796741,0.337538,0.336567,149,7,16,1.56109,0.761051,"ww","19.91"
"673","87_50_16",468948,"DSC_9284.JPG",0.022222222,176,180,0.144318182,0.141111111,265,16239,11.1123,2656.19,0.9931,0.339435,0.343087,142,12,17,1.37936,0.894204,"ww","20.7"
"674","87_50_2",468677,"DSC_9734.JPG",0.015306122,193,196,0.131606218,0.129591837,419,32258,12.6531,3826.5,1.15915,0.310619,0.305902,268,10,24,1.52638,0.820355,"ww","25.1"
"675","87_50_3",468673,"DSC_9749.JPG",0.015384615,192,195,0.132291667,0.13025641,499,36527,11.5545,5049.36,0.684557,0.312224,0.314683,239,17,12,0.939945,0.822758,"ww","25.12"
"676","87_50_4",468889,"DSC_9390.JPG",0.016574586,178,181,0.142696629,0.140331492,357,25361,12.2447,3380.35,0.690219,0.336579,0.334175,221,10,19,1.43479,0.671383,"ww","20.78"
"677","87_50_5",468877,"DSC_9403.JPG",0.027624309,176,181,0.144318182,0.140331492,306,18589,12.1655,2748.88,1.17221,0.338507,0.34049,177,6,29,1.48331,0.873064,"ww","23.6"
"678","87_50_6",468956,"DSC_9274.JPG",0.022222222,176,180,0.144318182,0.141111111,224,18877,11.3385,2871.21,1.18925,0.339435,0.343095,115,13,28,1.36846,0.846173,"ww","20.8"
"679","87_50_7",468945,"DSC_9288.JPG",0.027472527,177,182,0.143502825,0.13956044,219,14279,12.3053,2028.75,1.20274,0.336621,0.344598,100,9,17,0.933812,1.02602,"ww","25.37"
"680","87_50_8",468667,"DSC_9756.JPG",0.010204082,194,196,0.130927835,0.129591837,409,21852,13.122,2647.17,0.498723,0.309812,0.302957,231,9,13,1.58722,0.683016,"ww","24.65"
"681","87_50_9",468950,"DSC_9282.JPG",0.027322404,178,183,0.142696629,0.138797814,299,26782,11.1384,3480.9,1.04761,0.281494,0.321804,157,10,20,1.54196,0.708956,"ww","20.24"
