"","Experiment.Tag","Image.ID","Image.name","circle.ratio","x.pixel","y.pixel","xScale","yScale","computation.time","Skeleton.Vertices","DIA_STM","AREA","AVG_DENSITY","TD_MED","TD_AVG","RTP_COUNT","ADVT_COUNT","BASAL_COUNT","HYP_DIA","TAP_DIA","environment","plantmass"
"304","59_40_8",470447,"DSC_0599.JPG",0.00462963,215,216,0.118139535,0.117592593,353,25585,9.93945,2053.01,0.589745,0.280334,0.279293,220,16,32,1.14108,0.632307,"ws","19.56"
"305","59_40_9",470308,"DSC_0452.JPG",0.00462963,215,216,0.118139535,0.117592593,251,23133,10.583,1936.84,0.987478,0.280334,0.27173,128,9,18,1.13643,0.667157,"ws","13.93"
"306","60_40_1",470423,"DSC_0575.JPG",0.009174312,216,218,0.117592593,0.116513761,381,22846,11.6162,2518.66,0.672254,0.278401,0.278118,226,17,21,1.04452,0.802931,"ws","19.95"
"307","60_40_11",470171,"DSC_0443.JPG",0.004651163,214,215,0.118691589,0.118139535,345,23543,4.47214,2374,0.655795,0.281641,0.274723,190,15,8,1.07452,0.823223,"ws","18.83"
"308","60_40_12",470391,"DSC_0542.JPG",0.00462963,215,216,0.118139535,0.117592593,238,12202,11.1384,1437.25,1.41526,0.280334,0.270904,97,7,7,1.16048,0.584489,"ws","17.11"
"309","60_40_13",470354,"DSC_0503.JPG",0.004651163,214,215,0.118691589,0.118139535,382,23308,12.8743,3082.11,0.847782,0.281641,0.28986,196,11,15,1.46328,0.786933,"ws","25.83"
"310","60_40_14",470142,"DSC_0405.JPG",0.015228426,194,197,0.130927835,0.12893401,238,20194,10.0985,2586.45,0.778362,0.30903,0.311137,113,13,15,1.25583,0.654041,"ws","18"
"311","60_40_15",470357,"DSC_0506.JPG",0.004651163,214,215,0.118691589,0.118139535,298,20862,11.5932,2619.4,1.17139,0.281641,0.297835,129,12,15,1.05263,0.730419,"ws","21.07"
"312","60_40_16",470349,"DSC_0498.JPG",0,214,214,0.118691589,0.118691589,420,29263,11.702,3178,0.981577,0.282298,0.275774,206,10,12,1.28548,0.586967,"ws","18.33"
"313","60_40_3",470363,"DSC_0513.JPG",0.004651163,214,215,0.118691589,0.118139535,346,24239,11.2073,2894.71,0.654914,0.281641,0.295845,160,12,18,1.07982,0.540107,"ws","18.07"
"314","60_40_4",470403,"DSC_0554.JPG",0.009259259,214,216,0.118691589,0.117592593,277,16465,5.3183,2207.84,0.449343,0.280991,0.285895,126,31,13,0.850276,0.677661,"ws","20.83"
"315","60_40_5",470393,"DSC_0544.JPG",0.00462963,215,216,0.118139535,0.117592593,230,17228,11.9063,2244.2,0.74339,0.280334,0.294403,119,10,17,1.30364,0.693273,"ws","20.53"
"316","60_40_6",470413,"DSC_0565.JPG",0.00921659,215,217,0.118139535,0.117050691,259,16269,10.9545,1899.47,0.687069,0.27969,0.291496,149,14,25,1.10311,0.627845,"ws","13.62"
"317","60_40_8",470145,"DSC_0408.JPG",0.015228426,194,197,0.130927835,0.12893401,212,13705,10.5627,1799.15,1.20749,0.30903,0.316798,118,10,17,1.39086,0.8716,"ws","16.96"
"318","60_40_9",470315,"DSC_0461.JPG",0.009302326,213,215,0.119248826,0.118139535,280,19578,12.7737,2532.85,1.44497,0.282304,0.303211,131,12,15,1.355,0.786245,"ws","27.95"
"319","37_24_1",468876,"DSC_9404.JPG",0.027624309,176,181,0.144318182,0.140331492,331,29621,10.9817,4553.69,0.761036,0.338507,0.345861,224,16,18,1.46511,0.84703,"ww","26.87"
"320","37_24_10",468787,"DSC_9544.JPG",0.021978022,178,182,0.142696629,0.13956044,292,19874,11.4146,3162.39,0.607245,0.335662,0.329273,184,7,16,1.59977,0.728914,"ww","29.76"
"321","37_24_11",468898,"DSC_9378.JPG",0.021978022,178,182,0.142696629,0.13956044,184,4886,10.012,969.911,0.784243,0.335662,0.335052,43,1,13,1.21752,0.600934,"ww","11.12"
"324","37_24_13",468880,"DSC_9400.JPG",0.016666667,177,180,0.143502825,0.141111111,401,28884,11.6619,4313.05,0.375628,0.338465,0.341001,221,12,11,1.71797,0.793369,"ww","30.46"
"325","37_24_14",469022,"DSC_9110.JPG",0.016853933,175,178,0.145142857,0.142696629,183,11846,10.9666,2549.97,0.822807,0.342301,0.379443,87,6,16,1.21539,0.873818,"ww","25.36"
"326","37_24_15",468844,"DSC_9441.JPG",0.022099448,177,181,0.143502825,0.140331492,232,12326,10.3923,1619.11,0.507274,0.283834,0.327471,125,6,19,1.31523,0.572054,"ww","16.6"
"327","37_24_16",468919,"DSC_9341.JPG",0.016666667,177,180,0.143502825,0.141111111,209,15086,10.5627,2366.74,1.8165,0.338465,0.333223,91,11,9,1.02834,0.800916,"ww","20.01"
"328","37_24_17",468858,"DSC_9424.JPG",0.022222222,176,180,0.144318182,0.141111111,544,42933,13.4164,6434.31,0.80045,0.339435,0.340972,300,4,45,1.52184,0.833712,"ww","43.53"
"329","37_24_18",469015,"DSC_9176.JPG",0.022099448,177,181,0.143502825,0.140331492,219,16667,10.2131,2338.58,1.92606,0.337538,0.33316,126,8,14,1.4311,1.01345,"ww","24.45"
"330","37_24_19",469013,"DSC_9192.JPG",0.022099448,177,181,0.143502825,0.140331492,187,10895,11.0297,1833.96,0.658957,0.337538,0.335991,66,5,11,1.4042,0.819893,"ww","30.47"
"331","37_24_2",468837,"DSC_9449.JPG",0.022222222,176,180,0.144318182,0.141111111,339,21380,12.3818,3106.73,0.440378,0.339435,0.33868,192,7,21,1.45713,0.943862,"ww","40.73"
"332","37_24_3",468916,"DSC_9347.JPG",0.022099448,177,181,0.143502825,0.140331492,337,27503,11.3821,4106.19,0.468315,0.337538,0.345781,206,9,18,1.40244,0.875106,"ww","21.23"
"333","37_24_4",468932,"DSC_9326.JPG",0.022099448,177,181,0.143502825,0.140331492,229,15000,10.016,2293.23,1.88407,0.337538,0.333645,135,13,12,1.30065,0.73901,"ww","19.55"
"334","37_24_5",468933,"DSC_9324.JPG",0.027173913,179,184,0.141899441,0.138043478,259,18758,10.5864,2924.4,0.696865,0.33291,0.339332,126,4,15,1.54883,0.832478,"ww","24.03"
"335","37_24_6",468922,"DSC_9338.JPG",0.016666667,177,180,0.143502825,0.141111111,241,18407,11.3137,3152.98,2.96075,0.338465,0.339645,120,8,12,1.40119,1.02782,"ww","25.96"
"336","37_24_8",468914,"DSC_9349.JPG",0.016666667,177,180,0.143502825,0.141111111,228,12226,12.0092,2286,0.506801,0.338465,0.342733,86,9,16,1.59487,0.882106,"ww","25.77"
"337","37_24_9",468926,"DSC_9334.JPG",0.016666667,177,180,0.143502825,0.141111111,235,10129,11.3247,2082.03,0.906698,0.338465,0.332674,94,7,1,1.47219,0.617756,"ww","32.77"
"338","38_24_1",468754,"DSC_9583.JPG",0.021978022,178,182,0.142696629,0.13956044,299,23452,11.0771,2953.72,0.750197,0.335662,0.330328,182,9,32,0.825643,0.941614,"ww","17.33"
"339","38_24_10",468737,"DSC_9618.JPG",0.016574586,178,181,0.142696629,0.140331492,428,25530,6.07274,3388.44,0.728399,0.336579,0.328533,250,15,21,1.29157,0.839181,"ww","25.79"
"340","38_24_11",469014,"DSC_9186.JPG",0.016853933,175,178,0.145142857,0.142696629,320,24973,11.2044,3539.52,0.829467,0.342301,0.345063,174,10,11,1.66791,0.880594,"ww","21.84"
"341","38_24_12",469021,"DSC_9126.JPG",0.022222222,176,180,0.144318182,0.141111111,190,19258,11.4467,3007.61,0.965955,0.339435,0.345496,81,12,5,1.28713,0.825439,"ww","28.67"
"342","38_24_13",468818,"DSC_9491.JPG",0.021978022,178,182,0.142696629,0.13956044,288,13061,11.6543,1721.97,1.53173,0.282257,0.319719,239,18,18,0.92628,0.673395,"ww","32.52"
"343","38_24_14",468720,"DSC_9658.JPG",0.01025641,193,195,0.131606218,0.13025641,379,22942,11.9063,2640.9,0.439983,0.311409,0.301611,273,6,31,1.45556,0.832238,"ww","25.62"
"344","38_24_15",469017,"DSC_9165.JPG",0.016853933,175,178,0.145142857,0.142696629,186,14495,11.0624,2285.96,1.11819,0.342301,0.344253,89,8,12,1.51333,0.92665,"ww","25.41"
"345","38_24_16",468834,"DSC_9453.JPG",0.016574586,178,181,0.142696629,0.140331492,245,21041,12.5369,3876.47,0.450106,0.336579,0.330622,138,7,13,1.31579,1.08884,"ww","33.33"
"346","38_24_2",468741,"DSC_9610.JPG",0.021978022,178,182,0.142696629,0.13956044,471,17897,11.1355,2182.78,0.686179,0.335662,0.322268,285,3,24,1.30311,0.796207,"ww","23.56"
"347","38_24_3",468735,"DSC_9623.JPG",0.021978022,178,182,0.142696629,0.13956044,431,36016,10.9817,4172.49,0.934199,0.282257,0.32973,230,8,19,1.39869,0.788653,"ww","15.58"
"348","38_24_4",468734,"DSC_9624.JPG",0.016483516,179,182,0.141899441,0.13956044,297,23637,10.799,2744.14,1.12694,0.334714,0.344631,192,14,29,1.17396,0.696725,"ww","14.7"
"349","38_24_5",468739,"DSC_9613.JPG",0.016574586,178,181,0.142696629,0.140331492,358,28053,11.2468,3685.73,0.519053,0.336579,0.325702,278,18,33,0.916129,0.789015,"ww","29.72"
"350","38_24_6",468831,"DSC_9462.JPG",0.016574586,178,181,0.142696629,0.140331492,396,23876,16.1245,4907.25,4.30356,0.336579,0.341827,214,24,22,1.08403,0.961776,"ww","31.04"
"351","38_24_7",468830,"DSC_9467.JPG",0.016574586,178,181,0.142696629,0.140331492,299,19313,11.8346,3327.73,0.701021,0.336579,0.336989,189,12,15,0.945679,0.828923,"ww","33.1"
"352","38_24_8",469012,"DSC_9193.JPG",0.022099448,177,181,0.143502825,0.140331492,212,14065,10.7703,2212.3,0.672203,0.337538,0.329872,101,6,10,1.55863,0.968204,"ww","26.26"
"353","38_24_9",468740,"DSC_9611.JPG",0.016574586,178,181,0.142696629,0.140331492,383,23467,10.7446,2808.44,0.831535,0.336579,0.326354,190,11,16,1.23201,0.726898,"ww","16.71"
"354","39_24_1",468703,"DSC_9684.JPG",0.010204082,194,196,0.130927835,0.129591837,468,32444,6.38687,4116.44,0.505696,0.309812,0.302574,308,27,22,1.04599,0.794422,"ww","37.43"
"355","39_24_10",468736,"DSC_9622.JPG",0.016574586,178,181,0.142696629,0.140331492,428,32156,11.9487,4267.33,0.93886,0.336579,0.327289,220,7,10,1.48923,0.891359,"ww","28.82"
"356","39_24_11",468755,"DSC_9582.JPG",0.016574586,178,181,0.142696629,0.140331492,331,22949,4.11953,3237.98,1.20884,0.336579,0.323995,181,10,19,1.05657,1.02533,"ww","30.07"
"357","39_24_12",468732,"DSC_9629.JPG",0.021978022,178,182,0.142696629,0.13956044,378,21346,9.38567,2227.71,1.179,0.335662,0.321797,386,25,39,1.09007,0.630527,"ww","13.85"
"358","39_24_13",468698,"DSC_9698.JPG",0.015228426,194,197,0.130927835,0.12893401,276,14305,4.75683,2090.9,0.819556,0.30903,0.305683,108,12,17,0.844313,0.851142,"ww","34.9"
"359","39_24_14",468743,"DSC_9602.JPG",0.016574586,178,181,0.142696629,0.140331492,317,25049,11.3247,3471.12,0.634812,0.336579,0.320135,209,14,14,1.59057,0.912045,"ww","26.99"
"360","39_24_15",468685,"DSC_9724.JPG",0.015306122,193,196,0.131606218,0.129591837,301,29334,3.4641,4039.92,0.50701,0.310619,0.3182,153,3,19,0.565495,0.78987,"ww","31.15"
"361","39_24_16",468745,"DSC_9600.JPG",0.016574586,178,181,0.142696629,0.140331492,344,18101,10.6697,2579.68,1.82768,0.336579,0.334628,258,49,25,0.959596,0.835923,"ww","26.13"
"362","39_24_3",468694,"DSC_9708.JPG",0.010204082,194,196,0.130927835,0.129591837,306,19294,8.25333,2340.08,0.336469,0.309812,0.303362,178,21,3,0.50282,0.62963,"ww","25.4"
"363","39_24_4",468672,"DSC_9750.JPG",0.015306122,193,196,0.131606218,0.129591837,453,26725,3.79766,2760.25,0.809599,0.310619,0.308865,296,8,27,0.998168,0.700536,"ww","20.72"
"364","39_24_5",468717,"DSC_9666.JPG",0.015306122,193,196,0.131606218,0.129591837,475,31592,12.6982,3315.95,1.20976,0.310619,0.304142,453,43,25,0.821668,0.588997,"ww","30.23"
"365","39_24_6",469016,"DSC_9174.JPG",0.022099448,177,181,0.143502825,0.140331492,190,16082,11.6619,2335.82,0.769774,0.337538,0.335082,81,10,20,1.36255,0.816336,"ww","20.07"
"366","39_24_7",468810,"DSC_9504.JPG",0.016666667,177,180,0.143502825,0.141111111,344,23514,11.3576,3120.46,0.594871,0.338465,0.325119,213,10,24,1.45583,0.65847,"ww","23.47"
"367","39_24_8",468730,"DSC_9635.JPG",0.011111111,178,180,0.142696629,0.141111111,440,22696,11.0771,3245.67,0.953437,0.337506,0.341093,304,14,16,1.57539,0.858785,"ww","26.28"
"368","39_24_9",468751,"DSC_9587.JPG",0.021978022,178,182,0.142696629,0.13956044,305,15381,10.2018,2110.61,0.581792,0.335662,0.328562,173,10,13,1.33153,0.615288,"ww","23.34"
"369","40_24_1",468706,"DSC_9681.JPG",0.015228426,194,197,0.130927835,0.12893401,614,36725,3.36359,3676.52,0.978967,0.30903,0.30243,476,26,25,0.850049,0.742475,"ww","19.31"
"370","40_24_10",468712,"DSC_9672.JPG",0.015228426,194,197,0.130927835,0.12893401,501,31978,12.2009,3600.27,2.00805,0.30903,0.305103,374,14,47,1.08865,0.915958,"ww","27.78"
"371","42_24_10",468710,"DSC_9676.JPG",0.015228426,194,197,0.130927835,0.12893401,285,15713,10.8464,1942.96,1.2134,0.30903,0.300081,144,7,16,1.33551,0.600543,"ww","27.78"
"372","40_24_11",468742,"DSC_9609.JPG",0.016574586,178,181,0.142696629,0.140331492,313,19318,11.2073,2822.76,0.772316,0.336579,0.333076,238,8,18,1.38141,0.89789,"ww","25.68"
"373","40_24_12",468727,"DSC_9643.JPG",0.010204082,194,196,0.130927835,0.129591837,436,23209,11.4891,2977.04,0.976021,0.309812,0.306042,256,14,14,1.34702,0.615943,"ww","19.7"
"375","40_24_13",468704,"DSC_9683.JPG",0.010204082,194,196,0.130927835,0.129591837,483,25300,8.94427,2043.65,1.88943,0.309812,0.297284,398,34,12,0.825559,0.735348,"ww","13.9"
"376","40_24_14",468711,"DSC_9673.JPG",0.015306122,193,196,0.131606218,0.129591837,541,31276,11.6921,3471.51,1.01892,0.310619,0.301955,451,9,58,1.35931,0.755706,"ww","25.39"
"377","40_24_15",468722,"DSC_9655.JPG",0.01025641,193,195,0.131606218,0.13025641,504,31382,10.9575,2734.43,0.555243,0.311409,0.300194,434,24,20,0.968058,0.594919,"ww","16.58"
"378","40_24_16",468716,"DSC_9667.JPG",0.020304569,193,197,0.131606218,0.12893401,317,28126,11.5311,3482.72,0.863485,0.309836,0.300891,238,12,23,1.26697,0.673277,"ww","24.48"
"379","40_24_2",468709,"DSC_9677.JPG",0.01025641,193,195,0.131606218,0.13025641,475,32343,11.1006,3312.7,0.651408,0.311409,0.302121,365,20,24,0.888598,0.630117,"ww","25.3"
"380","40_24_3",468719,"DSC_9660.JPG",0.015306122,193,196,0.131606218,0.129591837,632,30241,11.5958,3232.83,1.10041,0.310619,0.30702,416,8,9,1.26799,0.595408,"ww","26.3"
"381","40_24_4",468683,"DSC_9726.JPG",0.015306122,193,196,0.131606218,0.129591837,341,15963,10.7831,1599.15,0.745021,0.310619,0.300273,223,10,13,0.906751,0.916748,"ww","21.2"
"382","40_24_5",468760,"DSC_9576.JPG",0.016483516,179,182,0.141899441,0.13956044,391,16713,18.9678,3696.59,5.8146,0.334714,0.323372,211,24,19,1.08509,0.808676,"ww","23.77"
"383","40_24_6",468759,"DSC_9577.JPG",0.011111111,178,180,0.142696629,0.141111111,475,26958,11.3576,3764.06,0.647801,0.337506,0.330923,283,13,18,1.00723,0.616449,"ww","29.22"
"384","40_24_7",468676,"DSC_9742.JPG",0.015306122,193,196,0.131606218,0.129591837,380,26892,14.8629,3507.87,1.27975,0.310619,0.321882,212,7,20,1.37238,1.08039,"ww","29.01"
"385","40_24_8",468728,"DSC_9642.JPG",0.015544041,190,193,0.133684211,0.131606218,440,24039,10.7831,2469.5,1.34809,0.315485,0.304944,342,21,35,0.98496,0.546268,"ww","17.74"
"387","40_24_9",468697,"DSC_9704.JPG",0.015228426,194,197,0.130927835,0.12893401,368,26369,11.5128,2831.42,0.585645,0.30903,0.297325,260,11,32,1.44625,0.72164,"ww","20.9"
"388","41_24_1",468783,"DSC_9548.JPG",0.016574586,178,181,0.142696629,0.140331492,359,26222,5.65685,4333.29,0.526699,0.336579,0.331023,198,21,20,1.05948,1.06172,"ww","29.16"
"389","41_24_10",468808,"DSC_9506.JPG",0.021978022,178,182,0.142696629,0.13956044,245,14178,12.1833,2318.34,0.713927,0.335662,0.333776,124,9,10,1.5809,0.769007,"ww","27.61"
"390","41_24_11",468868,"DSC_9412.JPG",0.016666667,177,180,0.143502825,0.141111111,323,22416,12.5894,3823.96,0.463826,0.338465,0.336297,177,9,21,1.41061,0.793436,"ww","34.69"
"391","41_24_12",468820,"DSC_9485.JPG",0.016574586,178,181,0.142696629,0.140331492,249,13778,10.7703,1859.21,2.09449,0.283028,0.321245,196,17,23,1.43918,0.692959,"ww","17.77"
"392","41_24_13",468750,"DSC_9588.JPG",0.016574586,178,181,0.142696629,0.140331492,376,12382,10.378,1570.79,1.43829,0.336579,0.323923,232,3,35,1.34599,0.804596,"ww","17.07"
"393","41_24_14",468857,"DSC_9426.JPG",0.027472527,177,182,0.143502825,0.13956044,222,15115,11.1384,2639.16,1.19191,0.336621,0.342799,147,17,29,1.51326,0.859167,"ww","22.67"
"395","41_24_16",468803,"DSC_9513.JPG",0.022099448,177,181,0.143502825,0.140331492,403,21370,11.0297,2724.22,1.21716,0.283834,0.321999,261,10,21,1.42171,0.839169,"ww","19.58"
"396","41_24_2",468765,"DSC_9570.JPG",0.016666667,177,180,0.143502825,0.141111111,418,29753,12.6194,4060.15,1.42213,0.338465,0.322932,241,8,23,1.58739,0.911041,"ww","22.49"
"397","41_24_3",468799,"DSC_9519.JPG",0.021978022,178,182,0.142696629,0.13956044,336,15411,11.3247,2059.45,1.37799,0.335662,0.329911,191,2,24,1.25325,0.95211,"ww","17.22"
"398","41_24_4",468653,"DSC_9781.JPG",0.015306122,193,196,0.131606218,0.129591837,320,18712,11.3494,2342.41,1.01335,0.310619,0.311062,210,6,18,1.47688,0.613451,"ww","17.12"
"399","41_24_5",468663,"DSC_9764.JPG",0.020304569,193,197,0.131606218,0.12893401,244,12588,10.5627,1569.45,0.703167,0.309836,0.307644,159,7,6,1.26335,0.660373,"ww","16.78"
"400","41_24_6",468708,"DSC_9679.JPG",0.015228426,194,197,0.130927835,0.12893401,347,30088,12.0369,4348.88,0.676467,0.30903,0.313603,244,8,27,1.44392,1.00729,"ww","26.61"
"401","41_24_7",468845,"DSC_9440.JPG",0.022099448,177,181,0.143502825,0.140331492,224,10086,10.3923,1491.68,1.08169,0.337538,0.329469,120,11,14,1.43516,0.753022,"ww","20.92"
"402","41_24_8",468854,"DSC_9430.JPG",0.022099448,177,181,0.143502825,0.140331492,248,14840,11.8514,3023.43,0.868855,0.337538,0.344613,134,10,9,1.44541,1.06731,"ww","36.98"
"403","41_24_9",468768,"DSC_9567.JPG",0.016666667,177,180,0.143502825,0.141111111,286,23145,12.2207,3658.98,0.772563,0.338465,0.333904,187,13,27,1.63895,0.886413,"ww","37.01"
"404","42_24_1",468658,"DSC_9773.JPG",0.015228426,194,197,0.130927835,0.12893401,223,19633,12.0231,2854.37,1.55469,0.30903,0.335113,96,8,14,1.32995,0.868315,"ww","26.59"
"405","42_24_11",468763,"DSC_9572.JPG",0.022099448,177,181,0.143502825,0.140331492,309,22779,11.8322,3308.2,1.55795,0.337538,0.331597,211,10,18,1.25215,0.67513,"ww","32.5"
"406","42_24_12",468805,"DSC_9511.JPG",0.021978022,178,182,0.142696629,0.13956044,387,22765,11.5311,3864.01,1.35712,0.335662,0.347663,248,12,24,1.50903,0.848154,"ww","26.51"
"407","42_24_13",468772,"DSC_9560.JPG",0.016574586,178,181,0.142696629,0.140331492,341,21820,10.6266,2979.43,1.2536,0.336579,0.335999,222,11,19,1.39842,0.770427,"ww","18.21"
"408","42_24_14",468757,"DSC_9580.JPG",0.011111111,178,180,0.142696629,0.141111111,411,23510,11.7836,3656.03,1.48348,0.337506,0.333444,210,7,12,1.39412,0.865776,"ww","29.4"
"409","42_24_15",468770,"DSC_9565.JPG",0.021978022,178,182,0.142696629,0.13956044,351,16870,9.91902,2086.53,0.810428,0.335662,0.317874,248,14,18,1.19731,0.706818,"ww","14.04"
"410","42_24_16",468778,"DSC_9554.JPG",0.021978022,178,182,0.142696629,0.13956044,266,13827,10.9545,2567.66,1.32523,0.335662,0.328573,177,8,31,1.63084,0.904875,"ww","26.83"
"411","42_24_2",468780,"DSC_9552.JPG",0.021978022,178,182,0.142696629,0.13956044,258,16739,11.2748,2588.39,0.990507,0.282257,0.328176,147,12,17,1.59743,0.898407,"ww","23.69"
"412","42_24_3",468784,"DSC_9547.JPG",0.016574586,178,181,0.142696629,0.140331492,276,15695,10.4907,2443.31,1.34642,0.336579,0.332037,219,19,22,1.19803,1.00873,"ww","21.81"
"413","42_24_4",468764,"DSC_9571.JPG",0.027472527,177,182,0.143502825,0.13956044,386,28254,12.1141,3812.14,1.09395,0.336621,0.326264,245,8,26,1.6119,0.810888,"ww","23.88"
"414","42_24_5",468776,"DSC_9556.JPG",0.016574586,178,181,0.142696629,0.140331492,336,20278,10.3093,2599.26,1.13212,0.336579,0.325278,244,24,22,1.09765,0.77696,"ww","20.26"
"415","42_24_6",468870,"DSC_9410.JPG",0.027472527,177,182,0.143502825,0.13956044,243,17789,11.0506,2984.81,1.40155,0.336621,0.33873,113,11,8,1.40341,0.750637,"ww","21.12"
"416","42_24_7",468773,"DSC_9559.JPG",0.016574586,178,181,0.142696629,0.140331492,271,26570,11.5545,3897.73,1.50704,0.336579,0.321874,130,15,14,1.49653,0.753913,"ww","16.56"
"417","42_24_8",468749,"DSC_9590.JPG",0.016574586,178,181,0.142696629,0.140331492,288,19879,11.4918,3307.42,0.569578,0.336579,0.331578,162,9,15,1.39722,0.901043,"ww","27.19"
"418","42_24_9",468775,"DSC_9557.JPG",0.021978022,178,182,0.142696629,0.13956044,344,26010,10.8682,3188.72,0.892624,0.282257,0.326076,216,8,21,1.48895,0.647655,"ww","22.22"
"419","43_24_1",468779,"DSC_9553.JPG",0.016574586,178,181,0.142696629,0.140331492,269,17758,11.702,3142.56,0.562318,0.336579,0.32886,156,5,18,1.67954,0.789692,"ww","33.56"
"420","43_24_10",468654,"DSC_9780.JPG",0.015228426,194,197,0.130927835,0.12893401,296,17536,11.9487,2203.91,0.955993,0.30903,0.301985,225,19,13,1.02517,0.56692,"ww","24.59"
"421","43_24_11",468905,"DSC_9368.JPG",0.022099448,177,181,0.143502825,0.140331492,270,21802,11.3165,3298.12,0.867667,0.337538,0.33169,171,8,18,1.55414,0.982124,"ww","25.31"
"422","43_24_12",468701,"DSC_9692.JPG",0.015306122,193,196,0.131606218,0.129591837,500,28149,12.331,3771.34,1.46081,0.310619,0.300006,312,15,16,1.49797,0.935466,"ww","24.12"
"423","43_24_14",468675,"DSC_9743.JPG",0.015306122,193,196,0.131606218,0.129591837,316,26147,11.8706,3705.78,1.08987,0.310619,0.31006,203,16,17,1.38018,0.859839,"ww","23.5"
"424","43_24_15",468652,"DSC_9782.JPG",0.015306122,193,196,0.131606218,0.129591837,348,23313,11.6543,3179.09,0.765317,0.310619,0.306241,208,8,21,1.35697,0.856869,"ww","17.46"
"425","43_24_16",468650,"DSC_9785.JPG",0.015228426,194,197,0.130927835,0.12893401,290,18075,12.4632,3166.92,0.410913,0.30903,0.30337,144,7,22,1.34585,0.987046,"ww","31.06"
"426","43_24_2",468874,"DSC_9406.JPG",0.022099448,177,181,0.143502825,0.140331492,274,23166,12.5471,4598.32,1.01009,0.337538,0.361252,155,6,14,1.62332,1.06664,"ww","43.21"
"427","43_24_3",468651,"DSC_9783.JPG",0.02020202,194,198,0.130927835,0.128282828,240,12325,10.8838,1720.39,1.15761,0.308255,0.311135,108,10,12,1.39007,0.782163,"ww","26.94"
"428","43_24_4",468660,"DSC_9770.JPG",0.015228426,194,197,0.130927835,0.12893401,302,15005,10.6132,2052.82,0.541255,0.30903,0.312379,148,9,18,1.3043,0.692254,"ww","19.67"
"429","43_24_5",468664,"DSC_9760.JPG",0.015228426,194,197,0.130927835,0.12893401,326,20944,12.49,3597.37,1.36367,0.30903,0.323659,193,5,17,1.12067,0.922127,"ww","29.05"
"430","43_24_7",468665,"DSC_9759.JPG",0.015306122,193,196,0.131606218,0.129591837,367,21891,12.3203,2741.11,1.2702,0.310619,0.299085,222,10,25,1.54912,0.659307,"ww","32.3"
"431","43_24_8",468692,"DSC_9711.JPG",0.015306122,193,196,0.131606218,0.129591837,298,19782,12.1119,2694.94,2.01079,0.310619,0.30114,229,32,15,1.0574,0.530665,"ww","34.05"
"432","44_24_10",468661,"DSC_9766.JPG",0.020304569,193,197,0.131606218,0.12893401,349,29477,12.1921,3772.61,1.66667,0.309836,0.305167,222,8,24,1.3796,0.722432,"ww","25.9"
"433","44_24_11",468943,"DSC_9290.JPG",0.021978022,178,182,0.142696629,0.13956044,233,15787,10.7831,2838.62,1.50996,0.335662,0.333096,64,11,6,1.6209,0.932416,"ww","24.41"
"434","44_24_12",468809,"DSC_9505.JPG",0.016666667,177,180,0.143502825,0.141111111,276,18971,11.6543,2968.26,0.582717,0.338465,0.330945,199,17,30,0.840098,0.927278,"ww","24.05"
"435","44_24_13",468791,"DSC_9538.JPG",0.016574586,178,181,0.142696629,0.140331492,363,24684,10.7735,2948.28,0.793617,0.336579,0.342213,208,8,16,1.44517,0.730114,"ww","18.42"
"436","44_24_14",468721,"DSC_9656.JPG",0.015228426,194,197,0.130927835,0.12893401,306,19845,12.5794,2663.8,0.779867,0.30903,0.298426,195,14,23,1.52077,0.831171,"ww","27.93"
"437","44_24_15",468811,"DSC_9502.JPG",0.027472527,177,182,0.143502825,0.13956044,278,19147,11.3686,3154.8,0.757445,0.336621,0.339548,159,6,14,1.40653,1.09296,"ww","26.97"
"438","44_24_16",468687,"DSC_9720.JPG",0.015306122,193,196,0.131606218,0.129591837,213,10954,11.436,1676.84,1.12595,0.310619,0.3183,142,21,30,0.799107,0.61992,"ww","21.69"
"439","44_24_2",468797,"DSC_9521.JPG",0.021978022,178,182,0.142696629,0.13956044,280,16463,11.4997,2603.74,0.710284,0.335662,0.329653,146,4,13,1.4832,0.832923,"ww","31.4"
"440","44_24_4",468756,"DSC_9581.JPG",0.011111111,178,180,0.142696629,0.141111111,328,27413,11.8322,3818.75,1.61963,0.337506,0.322923,224,15,17,1.58552,0.947871,"ww","27.29"
"441","44_24_5",468691,"DSC_9713.JPG",0.015228426,194,197,0.130927835,0.12893401,238,11822,10.9239,1658.92,0.889394,0.30903,0.304529,115,19,8,0.838812,0.715047,"ww","19.89"
"442","44_24_6",468699,"DSC_9697.JPG",0.015384615,192,195,0.132291667,0.13025641,650,36241,12.0575,4614.57,0.703322,0.312224,0.308793,354,14,20,1.51628,0.913208,"ww","22.83"
"443","44_24_7",468944,"DSC_9289.JPG",0.022346369,175,179,0.145142857,0.141899441,267,23473,8.77163,2947.18,2.28591,0.341353,0.32994,229,17,24,0.814291,0.998136,"ww","19.47"
"444","44_24_8",468702,"DSC_9691.JPG",0.015306122,193,196,0.131606218,0.129591837,383,24631,11.6341,3535.01,0.824873,0.310619,0.31057,242,8,23,1.50599,0.872496,"ww","27.02"
"445","44_24_9",468904,"DSC_9369.JPG",0.016574586,178,181,0.142696629,0.140331492,238,12753,10.1905,2054.47,0.935241,0.336579,0.333753,150,7,25,1.36036,0.777751,"ww","17.4"
